,Category,sub1,sub2,Role,Exp,Range,Display Role
262,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,100 - 200,Marketing (Digital & Offline) / CMO in Technology
263,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,15 - 35,Category Management in Technology
264,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,30 - 65,Category Management in Technology
265,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,60 - 100,Category Management in Technology
266,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,90 - 150,Category Management in Technology
267,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,100 - 180,Category Management in Technology
268,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,25 - 40,Strategy / CSO in Technology
269,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,40 - 85,Strategy / CSO in Technology
270,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,85 - 120,Strategy / CSO in Technology
271,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,100 - 180,Strategy / CSO in Technology
272,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,100 - 200,Strategy / CSO in Technology
273,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,08 - 15,SEO / SEM / Social Media in Technology
274,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,15 - 35,SEO / SEM / Social Media in Technology
275,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,35 - 65,SEO / SEM / Social Media in Technology
276,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,65 - 90,SEO / SEM / Social Media in Technology
277,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,80 - 120,SEO / SEM / Social Media in Technology
278,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,08 - 15,Creative (Copy / Art) in Technology
279,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,15 - 35,Creative (Copy / Art) in Technology
280,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,35 - 75,Creative (Copy / Art) in Technology
281,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,60 - 100,Creative (Copy / Art) in Technology
282,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,80 - 120,Creative (Copy / Art) in Technology
283,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,08 - 30,Inside Sales in Technology
284,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,15 - 60,Inside Sales in Technology
285,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,40 - 100,Inside Sales in Technology
286,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,60 - 100,Inside Sales in Technology
287,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,90 - 120,Inside Sales in Technology
288,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,10 - 30,Field Sales in Technology
289,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,18 - 60,Field Sales in Technology
290,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,30 - 100,Field Sales in Technology
291,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,60 - 150,Field Sales in Technology
292,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,60 - 200,Field Sales in Technology
293,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,08 - 18,Customer Success in Technology
294,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,12 - 40,Customer Success in Technology
295,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,30 - 70,Customer Success in Technology
296,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,55 - 90,Customer Success in Technology
297,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,70 - 100,Customer Success in Technology
298,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,06 - 25,Marketing Manager / VP Marketing / CMO in Technology
299,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,12 - 30,Marketing Manager / VP Marketing / CMO in Technology
300,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,35 - 70,Marketing Manager / VP Marketing / CMO in Technology
301,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,50 - 100,Marketing Manager / VP Marketing / CMO in Technology
302,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,80 - 140,Marketing Manager / VP Marketing / CMO in Technology
303,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,08 - 18,Channels / Alliances in Technology
304,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,15 - 45,Channels / Alliances in Technology
305,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,30 - 80,Channels / Alliances in Technology
306,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,60 - 100,Channels / Alliances in Technology
307,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,70 - 120,Channels / Alliances in Technology
308,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,3 - 5 years,08 - 25,Pre-Sales Manager / Head in Technology
309,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,5 - 10 years,12 - 35,Pre-Sales Manager / Head in Technology
310,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,10 - 15 years,30 - 60,Pre-Sales Manager / Head in Technology
311,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,15 - 22 years,40 - 80,Pre-Sales Manager / Head in Technology
312,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,22+ years,50 - 100,Pre-Sales Manager / Head in Technology
313,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,3 - 5 years,12 - 25,Field Sales in Technology
314,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,5 - 10 years,25 - 45,Field Sales in Technology
315,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,10 - 15 years,35 - 80,Field Sales in Technology
316,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,15 - 22 years,50 - 100,Field Sales in Technology
317,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,22+ years,60 - 150,Field Sales in Technology
318,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,3 - 5 years,06 - 20,Marketing Manager / VP Marketing / CMO in Technology
319,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,5 - 10 years,15 - 45,Marketing Manager / VP Marketing / CMO in Technology
320,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,10 - 15 years,30 - 70,Marketing Manager / VP Marketing / CMO in Technology
321,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,15 - 22 years,40 - 90,Marketing Manager / VP Marketing / CMO in Technology
322,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,22+ years,50 - 100,Marketing Manager / VP Marketing / CMO in Technology
323,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,3 - 5 years,08 - 18,Channels / Alliances in Technology
324,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,5 - 10 years,15 - 45,Channels / Alliances in Technology
325,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,10 - 15 years,30 - 80,Channels / Alliances in Technology
326,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,15 - 22 years,60 - 100,Channels / Alliances in Technology
327,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,22+ years,70 - 120,Channels / Alliances in Technology
