,Category,sub1,sub2,Role,Exp,Range,Display Role
242,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,22+ years,35 - 75,Marketing Communications / PR / Corporate Affairs in Industrial-Energy
243,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,14 - 20,Digital Sales / Media Sales / Partnerships in Technology-Consumer Tech
244,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,20 - 35,Digital Sales / Media Sales / Partnerships in Technology-Consumer Tech
245,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,40 - 75,Digital Sales / Media Sales / Partnerships in Technology-Consumer Tech
246,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,65 - 100,Digital Sales / Media Sales / Partnerships in Technology-Consumer Tech
247,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,100 - 200,Digital Sales / Media Sales / Partnerships in Technology-Consumer Tech
248,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,20 - 40,Brand Marketing in Technology-Consumer Tech
249,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,35 - 60,Brand Marketing in Technology-Consumer Tech
250,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,50 - 100,Brand Marketing in Technology-Consumer Tech
251,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,80 - 150,Brand Marketing in Technology-Consumer Tech
252,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,120 - 180,Brand Marketing in Technology-Consumer Tech
253,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,15 - 35,Growth / Performance Marketing / CGO in Technology-Consumer Tech
254,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,35 - 80,Growth / Performance Marketing / CGO in Technology-Consumer Tech
255,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,80 - 120,Growth / Performance Marketing / CGO in Technology-Consumer Tech
256,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,120 - 160,Growth / Performance Marketing / CGO in Technology-Consumer Tech
257,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,160 - 200,Growth / Performance Marketing / CGO in Technology-Consumer Tech
258,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,20 - 35,Marketing (Digital & Offline) / CMO in Technology-Consumer Tech
259,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,30 - 80,Marketing (Digital & Offline) / CMO in Technology-Consumer Tech
260,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,60 - 120,Marketing (Digital & Offline) / CMO in Technology-Consumer Tech
261,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,80 - 180,Marketing (Digital & Offline) / CMO in Technology-Consumer Tech
262,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,100 - 200,Marketing (Digital & Offline) / CMO in Technology-Consumer Tech
263,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,15 - 35,Category Management in Technology-Consumer Tech
264,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,30 - 65,Category Management in Technology-Consumer Tech
265,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,60 - 100,Category Management in Technology-Consumer Tech
266,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,90 - 150,Category Management in Technology-Consumer Tech
267,Sales & Marketing,Technology,Consumer Tech,Category_Management_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,100 - 180,Category Management in Technology-Consumer Tech
268,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,25 - 40,Strategy / CSO in Technology-Consumer Tech
269,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,40 - 85,Strategy / CSO in Technology-Consumer Tech
270,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,85 - 120,Strategy / CSO in Technology-Consumer Tech
271,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,100 - 180,Strategy / CSO in Technology-Consumer Tech
272,Sales & Marketing,Technology,Consumer Tech,Strategy___CSO_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,100 - 200,Strategy / CSO in Technology-Consumer Tech
273,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,08 - 15,SEO / SEM / Social Media in Technology-Consumer Tech
274,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,15 - 35,SEO / SEM / Social Media in Technology-Consumer Tech
275,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,35 - 65,SEO / SEM / Social Media in Technology-Consumer Tech
276,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,65 - 90,SEO / SEM / Social Media in Technology-Consumer Tech
277,Sales & Marketing,Technology,Consumer Tech,SEO___SEM___Social_Media_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,80 - 120,SEO / SEM / Social Media in Technology-Consumer Tech
278,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,08 - 15,Creative (Copy / Art) in Technology-Consumer Tech
279,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,15 - 35,Creative (Copy / Art) in Technology-Consumer Tech
280,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,35 - 75,Creative (Copy / Art) in Technology-Consumer Tech
281,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,60 - 100,Creative (Copy / Art) in Technology-Consumer Tech
282,Sales & Marketing,Technology,Consumer Tech,Creative_(Copy___Art)_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,80 - 120,Creative (Copy / Art) in Technology-Consumer Tech
283,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,08 - 30,Inside Sales in Technology-Tech Sales - Enterprise Software / SaaS
284,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,15 - 60,Inside Sales in Technology-Tech Sales - Enterprise Software / SaaS
285,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,40 - 100,Inside Sales in Technology-Tech Sales - Enterprise Software / SaaS
286,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,60 - 100,Inside Sales in Technology-Tech Sales - Enterprise Software / SaaS
287,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Inside_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,90 - 120,Inside Sales in Technology-Tech Sales - Enterprise Software / SaaS
288,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,10 - 30,Field Sales in Technology-Tech Sales - Enterprise Software / SaaS
289,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,18 - 60,Field Sales in Technology-Tech Sales - Enterprise Software / SaaS
290,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,30 - 100,Field Sales in Technology-Tech Sales - Enterprise Software / SaaS
291,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,60 - 150,Field Sales in Technology-Tech Sales - Enterprise Software / SaaS
292,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,60 - 200,Field Sales in Technology-Tech Sales - Enterprise Software / SaaS
293,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,08 - 18,Customer Success in Technology-Tech Sales - Enterprise Software / SaaS
294,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,12 - 40,Customer Success in Technology-Tech Sales - Enterprise Software / SaaS
295,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,30 - 70,Customer Success in Technology-Tech Sales - Enterprise Software / SaaS
296,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,55 - 90,Customer Success in Technology-Tech Sales - Enterprise Software / SaaS
297,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Customer_Success_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,70 - 100,Customer Success in Technology-Tech Sales - Enterprise Software / SaaS
298,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,06 - 25,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - Enterprise Software / SaaS
299,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,12 - 30,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - Enterprise Software / SaaS
300,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,35 - 70,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - Enterprise Software / SaaS
301,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,50 - 100,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - Enterprise Software / SaaS
302,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,80 - 140,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - Enterprise Software / SaaS
303,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,3 - 5 years,08 - 18,Channels / Alliances in Technology-Tech Sales - Enterprise Software / SaaS
304,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,5 - 10 years,15 - 45,Channels / Alliances in Technology-Tech Sales - Enterprise Software / SaaS
305,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,10 - 15 years,30 - 80,Channels / Alliances in Technology-Tech Sales - Enterprise Software / SaaS
306,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,15 - 22 years,60 - 100,Channels / Alliances in Technology-Tech Sales - Enterprise Software / SaaS
307,Sales & Marketing,Technology,Tech Sales - Enterprise Software / SaaS,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_Enterprise_Software___SaaS,22+ years,70 - 120,Channels / Alliances in Technology-Tech Sales - Enterprise Software / SaaS
308,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,3 - 5 years,08 - 25,Pre-Sales Manager / Head in Technology-Tech Sales - IT Services
309,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,5 - 10 years,12 - 35,Pre-Sales Manager / Head in Technology-Tech Sales - IT Services
310,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,10 - 15 years,30 - 60,Pre-Sales Manager / Head in Technology-Tech Sales - IT Services
311,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,15 - 22 years,40 - 80,Pre-Sales Manager / Head in Technology-Tech Sales - IT Services
312,Sales & Marketing,Technology,Tech Sales - IT Services,Pre-Sales_Manager___Head_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,22+ years,50 - 100,Pre-Sales Manager / Head in Technology-Tech Sales - IT Services
313,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,3 - 5 years,12 - 25,Field Sales in Technology-Tech Sales - IT Services
314,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,5 - 10 years,25 - 45,Field Sales in Technology-Tech Sales - IT Services
315,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,10 - 15 years,35 - 80,Field Sales in Technology-Tech Sales - IT Services
316,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,15 - 22 years,50 - 100,Field Sales in Technology-Tech Sales - IT Services
317,Sales & Marketing,Technology,Tech Sales - IT Services,Field_Sales_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,22+ years,60 - 150,Field Sales in Technology-Tech Sales - IT Services
318,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,3 - 5 years,06 - 20,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - IT Services
319,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,5 - 10 years,15 - 45,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - IT Services
320,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,10 - 15 years,30 - 70,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - IT Services
321,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,15 - 22 years,40 - 90,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - IT Services
322,Sales & Marketing,Technology,Tech Sales - IT Services,Marketing_Manager___VP_Marketing___CMO_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,22+ years,50 - 100,Marketing Manager / VP Marketing / CMO in Technology-Tech Sales - IT Services
323,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,3 - 5 years,08 - 18,Channels / Alliances in Technology-Tech Sales - IT Services
324,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,5 - 10 years,15 - 45,Channels / Alliances in Technology-Tech Sales - IT Services
325,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,10 - 15 years,30 - 80,Channels / Alliances in Technology-Tech Sales - IT Services
326,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,15 - 22 years,60 - 100,Channels / Alliances in Technology-Tech Sales - IT Services
327,Sales & Marketing,Technology,Tech Sales - IT Services,Channels___Alliances_Sales_and_Marketing_Technology_Tech_Sales_-_IT_Services,22+ years,70 - 120,Channels / Alliances in Technology-Tech Sales - IT Services
